essay;K1;K2;K3;K4;K5;K6;K7;K8;K9;K10;total_score
"Сочинение к варианту 50 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
«В чём проявляется человечность?»
В центре внимания автора текста И.Ф. Смольникова находится следующий проблемный вопрос: «В чём проявляется человечность?»
По мнению писателя, гуманное отношение к людям предполагает способность поддержать их в трудную минуту не только словом, но и делом. Человечность проявляется в готовности пойти на жертву ради других. Приведу примеры из текста, иллюстрирующие авторскую позицию.
И.Ф. Смольников рассказывает о семье, которая в военные годы оказалась в Куйбышеве. Здесь у них жили родственники, и поэтому они были уверены, что смогут остановиться в городе хотя бы на время. Однако в дом их не пустили, оставив вместе с детьми на улице. С помощью этого примера писатель акцентирует внимание на таких качествах, как равнодушие и отсутствие сострадания. Подобных людей нельзя назвать человечными.
Но незнакомый человек Всеволод Михайлович, напротив, проникается сочувствием по отношению к людям, искавшим ночлег, и предлагает им помощь. Дядя Сева решает главные проблемы нуждающихся и предоставляет им свою комнату, не требуя ничего взамен. Приводя этот пример, автор подчёркивает: человечность проявляется главным образом в желании и готовности помочь людям.
Эти примеры противопоставлены друг другу: с одной стороны, родственники проявляют по отношению к семье равнодушие и чёрствость, а с другой – незнакомый человек буквально спасает лишившихся крова людей, потому что не может оставаться в стороне.
Нельзя не согласиться с точкой зрения И.Ф. Смольникова. Действительно, человечность – это всегда помощь не только словом, но и поступками. Например, в романе А. Рыбакова «Тяжёлый песок» бабушка Рахленко спасает в концлагере акушерку, соглашаясь пойти на гибель вместо неё. Бабушка не хочет, чтобы людей, которые ещё могут быть полезными другим, убивали, поэтому и жертвует собственной жизнью, проявляя милосердие и человечность.
Таким образом, подлинное сострадание заключается в конкретных поступках, предполагающих поддержку и помощь людям.
186 п..л..ю..с 9";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 49 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
В тексте советского прозаика Г.А. Горышина поднимается следующий проблемный вопрос: «Какова роль учителя в жизни человека?»
По мнению автора, настоящий учитель должен влиять на мировоззрение ученика, формирование его как личности, способствовать расширению круга его интересов, развивать самостоятельность мышления. Приведу примеры из прочитанного текста, иллюстрирующие авторскую позицию.
Изначально рассказчик не слишком хорошо учился на уроках литературы. Тройку за сочинение ему помогала получить лишь врождённая грамотность. Все письменные задания он составлял с опорой на учебник, ничего не добавляя от себя: «…мне казалось, что там, в учебнике, написано толковее, чем я нагородил бы от себя». С помощью этого примера автор подчёркивает: у мальчика не было интереса к литературе, потому что ему еще не встретился хороший учитель.
Приведённые автором примеры противопоставлены друг другу и позволяют понять важную мысль: роль учителя в жизни человека велика, ведь настоящий мастер своего дела сможет увлечь каждого ученика и будет развивать самостоятельность его мышления. До встречи с Борисом Борисовичем Стахом у мальчика не было желания писать сочинения самому, без помощи учебника.
Нельзя не согласиться с точкой зрения писателя. Действительно, учитель должен помогать ученикам осознавать важнейшие жизненные ценности. Мне тоже встретилась прекрасная учительница русского языка и литературы. Она умела держать дисциплину в классе и была в меру строгой и требовательной. Её рассказы о писателях заставляли учеников слушать затаив дыхание. Этот замечательный человек привил мне любовь к литературе и подтолкнул к выбору будущей профессии.
Таким образом, настоящий учитель всегда положительным образом воздействует на своего ученика и помогает ему меняться в лучшую сторону.
523 п..л..ю..с 3";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 48 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
В центре внимания автора текста В.П. Катаева находится следующий проблемный вопрос: «В чём проявляется мужество и самоотверженность человека на войне?»
По мнению писателя, мужество военного проявляется в честном исполнении своего долга перед Родиной, а также в повседневном труде, помогающем бойцам одерживать победу: в обеспечении связи телефонистами, поддержке техники в рабочем состоянии и многом другом. Приведу примеры из текста, иллюстрирующие авторскую позицию.
В.П. Катаев пишет о том, как соприкасаются друг с другом военная и мирная жизнь. Автор рассказывает о мужестве солдат, которые продолжали выполнять свои воинские обязанности невзирая ни на что: это была «разведка боем», длившаяся больше пяти часов. С помощью этого примера автор подчёркивает: самоотверженность человека на войне зависит от его готовности исполнять свой долг.
В это время жизнь «шла своим чередом», и каждый занимался своим делом: сапёры ремонтировали дороги, «связисты тянули провода», а артисты давали концерты «благодарной» аудитории солдат, пытавшихся скрыть «беспокойство и печаль». И в этой слаженной работе даже в экстремальных условиях также проявляется мужество человека на войне.
Второй пример дополняет первый, что позволяет автору текста подчеркнуть взаимосвязь происходящего на поле боя и жизни людей, пытающихся каждый день честно выполнять свою работу несмотря ни на что. Именно подобное взаимодействие поддерживает в бойцах силу духа.
Нельзя не согласиться с точкой зрения писателя. На мой взгляд, во время войны все люди должны объединиться и помогать друг другу, сохраняя мужество, насколько это возможно. Так, например, исполняли свой долг героини повести Б. Васильева «А зори здесь тихие». Девушки-зенитчицы под командованием Федота Васкова смело и самоотверженно вступили в бой с немецкими диверсантами, пожертвовав своей жизнью. Деятельность таких смелых людей может быть незаметна для других, но важно, что они продолжают бороться ради общего дела, прекрасно зная, что не смогут спастись.
Таким образом, героизм на войне проявляется в готовности человека сделать всё возможное, чтобы защитить свой народ и Отечество.
452 м..и..н..у..с 12";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 47 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
В предложенном тексте В.П. Катаев поднимает следующий проблемный вопрос: «В чём проявляется героизм человека на войне?»
Автор считает, что настоящий герой честно выполняет свой долг перед Родиной и готов к самопожертвованию для приближения победы. Приведу примеры из текста, раскрывающие авторскую позицию.
Один из героев текста был тяжело ранен во время сражения и пришёл к медсестре Ольге Ивановне, чтобы перевязаться. Ольга Ивановна требует, чтобы моряк остался и отдохнул, потому что с такой раной у него не было никаких шансов выжить, но чувство долга не позволило военному остаться в стороне. С помощью этого примера автор подчёркивает: настоящий герой всегда выполняет воинские обязанности, как бы трудно в эту минуту ему ни было.
Как оказалось, моряк был убит через несколько минут, после того как вернулся на поле боя: «…лёг за пулемёт только что убитого товарища, исправил перекос ленты и через несколько минут был убит – последний из двадцати пяти моряков десанта». Этот пример позволяет понять авторскую мысль о том, что подлинный героизм заключается в готовности к самопожертвованию.
Между приведёнными примерами-иллюстрациями прослеживается причинно-следственная связь. В.П. Катаев акцентирует внимание читателя на том, что честное служение Родине – главная причина, подталкивающая человека в минуту опасности к совершению героического поступка.
Таким образом, человек на войне совершает подвиг уже тогда, когда понимает свой долг и честно служит делу защиты Родины.
635 м..и..н..у..с 30";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 46 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
Что влияет на формирование личности человека? Именно этот проблемный вопрос находится в центре внимания русского писателя Ю.М. Нагибина.
Автор считает, что на становление человека как личности оказывают влияние семейное воспитание, чтение хороших книг, дружба с прекрасными людьми, а также те исторические события, которые происходят в данный момент в стране. Приведу примеры, иллюстрирующие авторскую позицию.
Ю.М. Нагибин рассказывает о тех книгах, которые повлияли на его мировоззрение. Благодаря отчиму он познакомился с творчеством писателей-интеллектуалов и научился «думать о прочитанном». А произведение А. Дюма «Три мушкетёра» увлекло его настолько, что будущий писатель и его друзья начали играть в реальной жизни роли главных героев книги. Этот пример доказывает, что чтение литературы воздействует на сознание молодого человека и помогает ему стать достойной личностью.
Кроме того, нельзя оставить без внимания и исторические события, происходящие в стране. Великая Отечественная война очень сильно повлияла на рассказчика: он лишился друзей и в то же время почувствовал необъяснимое родство с незнакомыми людьми в День Победы: «Я никогда не испытывал такого счастья». Война заставила рассказчика понять, какое большое значение имеют самые простые ценности.
Второй пример дополняет первый и позволяет автору объяснить, как человек становится личностью. Этот процесс начинается с детства, когда он общается с другими людьми, у него появляются друзья, он знакомится с разными книгами. Что-то ему нравится, а что-то нет, и это во многом определяет круг его интересов в дальнейшем. Если человек оказывается в эпицентре страшных событий, от которых зависит судьба его народа, то он не может не измениться под этим влиянием. Всё, что раньше казалось мелким, неважным, теперь приобретает для него особую ценность.
Нельзя не согласиться с точкой зрения Ю.М. Нагибина. Действительно, есть много причин, формирующих человека как личность. В детстве я прочитала книгу А. Дюма «Граф Монте-Кристо» и задумалась о том, какое разрушительное влияние оказывает на человека чувство мести. Страшно оказаться жертвой предательства, но ещё страшнее – отравить своё существование жаждой отомстить обидчикам. Эта книга способствовала формированию у меня такого качества, как умение прощать.
Таким образом, каждый человек проходит сложный путь, прежде чем стать личностью, приобретая те или иные черты под влиянием внешних и внутренних факторов.
741 м..и..н..у..с 11
Никита Саща
3 марта 2025 09:57 |
Цитировать
Ас-саляму алейкум брат, сочиненя бомбическое.";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 15 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025
Для кого пишутся книги? Этот проблемный вопрос находится в центре внимания современного публициста А.Ю. Ткачёва.
В качестве примера-иллюстрации публицист приводит историю из жизни своих друзей. Мужчина читает Чарльза Диккенса и не может сдержать слёз. В эту минуту реальный мир для него как будто исчезает, и он не слышит, что говорит ему жена. Таким образом, книги пишутся для людей, умеющих мыслить и сочувствовать: «Дело в том чуде прикосновения друг к другу сквозь столетия, в чуде, на которое способен только человек и имя которому – искусство».
Кроме того, книги пишутся для тех, кто хочет получить «ключ к хранилищам премудрости». Каждый из нас – путник, а по дороге попадаются загадочные «знаки», которые важно понимать. В этом и может помочь чтение книг.
Второй пример дополняет первый, что позволяет автору объяснить, какую роль играет чтение в нашей жизни. Книги создаются в первую очередь для тех, кто способен размышлять и тонко воспринимать, глубоко чувствовать и искать новые смыслы.
Нельзя не согласиться с точкой зрения А.Ю. Ткачёва. Действительно, хорошая книга – кладезь ценных мыслей, помогающих человеку на его жизненном пути. Например, я очень люблю классическую литературу, потому что она заставляет мозг трудиться. К тому же классики затрагивают вечные проблемы, что позволяет во время чтения проводить параллели между выдуманными ситуациями и реальной жизнью, а значит, помогает лучше разобраться в себе. Так, история жизни Андрея Болконского, героя романа-эпопеи Л.Н. Толстого «Война и мир», помогла мне побороть в себе тщеславие и понять, что добро и любовь гораздо важнее славы и всеобщего признания.
В заключение хочется сказать, что без книг человечество не существовало бы, ведь, как утверждает А.Ю. Ткачёв, каждый из нас – «продукт чтения».
635 м..и..н..у..с 30
Алиева Айла
16 марта 2025 19:33 |
Цитировать
Для кого пишутся книги ? Над этим вопросом задумывается автор в предложенном для анализа тексте .
По мнению А.Ю. Ткачева , книга пишется не только для современников , но и ""для кого-то живущего не здесь и не сейчас"" , становясь проводником между временами эпохами и"" драгоценным свитком "" несущий клад информации ,создает связь между столетиями  .
Чтобы доказать свою позицию , автор рассказывает историю друзей . во время уборки жена заметила , что ее муж внимательно читает книгу , да так , что не замечает ничего вокруг себя , спустя минуту мужчина начинает разговаривать сам собой , говоря о происходящем в книги . Становится ясно ,  автор книги  смог произвести сильные эмоции на читателя , несмотря на большой временной промежуток между ними .
Далее А.Ю. Ткачев рассуждает над тем , что "" книга - это свидетельство человеческой глухоты "" . ведь написанное может быть неуслышанно современником , но может быть понято спустя долгое время другим поколением , находя в книгах смысл , который не удавалось понять другим . Сохраняя память о писателе и книге . Мы понимаем как важно иметь ценность каждой написанной книги , ведь она хранит в себе мысли человека , живущего в другое время .
Второй пример дополняет первый , помогая писателю доказать . что книга способна передавать информацию долгое время , объединяя людей разных поколений и эпох , тем самым делая писателя бессмертным человеком .
Я разделяю мнение автора и думаю , что книги пишутся , не только для современников  , но и для будущего поколения  .";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 14 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
Какой должна быть искренняя помощь человеку? Именно этот проблемный вопрос находится в центре внимания русского прозаика И. Грековой.
По мнению автора текста, помощь, идущая от чистого сердца, должна быть бескорыстной, когда человек помогает другому, не требуя ничего взамен. Приведу примеры из текста, иллюстрирующие авторскую позицию.
В рассказе упоминается добрая девушка Клава, взявшая Костю на попечение. Она ухаживала за ним, всё делала для него: готовила, стирала, мыла посуду. У неё не было никакой конкретной цели: «…на самого Костю никаких видов не имела…» Клава просто хотела оказывать посильную помощь человеку, который вызывал у неё симпатию. С помощью этого примера автор подчёркивает: искренность всегда бескорыстна.
Когда Костя решает рассказать о своих отношениях с Клавой другу, тот отмечает: «Каждый человек, выложивший себя перед другом, ждёт реакции. Бескорыстной откровенности не бывает». По его мнению, любой человек, делясь с другим, хочет получить что-то взамен, но ведь такую помощь уже нельзя назвать искренней.
Приведённые примеры противопоставлены друг другу, что позволяет автору текста рассмотреть две разные точки зрения на искренность. Есть люди, делающие что-либо от чистого сердца, потому что сами чувствует себя по этой причине лучше, а есть и другие, не верящие в бескорыстную помощь.
Нельзя не согласиться с автором в том, что искренняя помощь действительно существует. Есть люди, которых называют альтруистами. Они делают добро, потому что не могут поступать иначе. Например, когда Пушкин находился в ссылке в Михайловском, Пущин, единственный из друзей, посетил его, чтобы оказать моральную поддержку. Разве подобное неравнодушие не доказывает подлинность их дружбы? Пущин ничего не ждал от Пушкина взамен, он лишь хотел сделать другу приятное.
Таким образом, искренняя помощь должна идти от самого сердца и не допускать никаких эгоистических и корыстных соображений.
635 м..и..н..у..с 30";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 13 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
К чему может привести нарушение тишины в концертном зале? Именно этот проблемный вопрос находится в центре внимания Д.Б. Кабалевского.
По мнению автора, неуважение зрителей может сильно повлиять на качество работы артиста. Некоторые слушатели нарушают тишину в концертном зале, перешёптываются, шелестят страничками программы, хлопают откидным сиденьем кресла. Всё это негативным образом сказывается как на исполнителе, так и на других зрителях, не имеющих возможности сосредоточиться. Приведу примеры из прочитанного текста, иллюстрирующие авторскую позицию.
Классик советской музыки сравнивает недобросовестного слушателя с фальшиво поющим певцом или плохо играющим музыкантом, которые способны «погубить самый хороший хор, самый лучший оркестр…» Такой же эффект создаётся в зале из-за нарушения тишины некоторыми зрителями.
Однако не только тишина – главное условие для хорошего концерта. Есть люди, которые сидят в зале молча и тихо, но всё равно не умеют слушать музыку, думая о чём-то своём. Они проявляют равнодушие, которое «любой артист чувствует всегда очень остро». Такая невнимательность серьёзным образом влияет на исполнителя и мешает ему качественно работать.
Второй пример дополняет первый, что позволяет понять, в чём проявляется зрительское равнодушие, разрушающее чужое внимание. С одной стороны, это неумение себя вести в концертном зале, а с другой – очевидная скука, которая сразу же бросается в глаза.
Нельзя не согласиться с точкой зрения Д.Б. Кабалевского. Действительно, если ты приходишь на концерт или в театр, то должен соблюдать правила приличия и внимательно следить за происходящим на сцене. Однажды на одном спектакле у зрителя во втором ряду прозвенел телефон, и актёр из-за этого сбился, забыв свою реплику. На мой взгляд, такое поведение недопустимо, ведь перед началом любого представления всегда предупреждают о необходимости выключить средства связи.
Таким образом, нарушение тишины в концертном зале может сбить с толку и артистов, и других зрителей, испортив впечатление от происходящего на сцене.
741 м..и..н..у..с 11";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 12 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
Каковы причины успешности человека в жизни? Именно этот проблемный вопрос находится в центре внимания автора предложенного текста Д.С. Лихачёва.
По мнению писателя, очень многие успехи человека зависят от него самого, от его отношения к поставленным задачам, от самих целей в жизни. Приведу примеры, иллюстрирующие авторскую позицию.
Если человек поставил перед собой «маленькую цель», то любая неудача сделает его несчастным. Например, он хотел купить хорошую вещь, а ему достался плохой, бракованный товар, и это будет восприниматься им как настоящая трагедия. Только в том случае, если эта задача была для человека «попутной», он сможет адекватно отнестись к произошедшему. Этот пример доказывает мысль Д.С. Лихачёва о том, что успех зависит от правильной расстановки приоритетов.
Напротив, человек, ставящий перед собой «большую» цель, скорее добьётся желаемых результатов. Например, чтобы поступить в медицинский, нужно хорошо подготовиться к вступительным экзаменам. В таком случае всё зависит от усилий, приложенных человеком для достижения этой цели. А если выполнять ещё более ответственную задачу – приносить людям пользу, то можно и совсем избавить себя от «роковых неудач». Благодаря этому примеру, становится ясна позиция автора: главная причина успешности – верная формулировка цели.
С помощью противопоставления, которое прослеживается между примерами, Д.С. Лихачёв выражает следующую мысль: необходимо стремиться к выполнению «надличностных» задач, ведь только в таком случае у тебя никогда не будет «нулевого результата».
Нельзя не согласиться с точкой зрения филолога. Действительно, можно стать успешным, если ты в первую очередь думаешь не о себе, а о других. «Маленькие» цели никогда не вызывают чувства удовлетворённости. Например, в повести Н.В. Гоголя «Шинель» главный герой Акакий Акакиевич Башмачкин мечтал о приобретении новой шинели. Счастье длилось недолго: новую шинель украли, а Башмачкин, не выдержав такого удара судьбы, умер. Если бы у этого человека была другая жизненная задача, он смог бы взять себя в руки в этой ситуации.
Таким образом, чтобы стать успешным в жизни, нужно адекватно относиться к своим способностям и происходящим событиям, а главное – ставить перед собой правильные цели.
493 м..и..н..у..с 2";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 11 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
Какими качествами должен обладать настоящий учёный-географ? Именно над этим проблемным вопросом задумываешься, читая заметки великого путешественника Н.Н. Миклухо-Маклая.
Авторская позиция прямо не выражена, но прослеживается из хода повествования. Настоящий учёный-географ должен быть любознательным, внимательным к миру вокруг, а также относиться с уважением к представителям других культур. Приведу примеры из текста, иллюстрирующие авторскую позицию.
Российский этнограф рассказывает, как он установил доверительные отношения с папуасами. В надежде на дружелюбное и мирное сосуществование путешественник и его слуги подарили дикарю красную тряпку и табак. Это доказывает, что учёный-географ должен быть доброжелательным и уважать людей с иным менталитетом и образом жизни.
Кроме того, чтобы подробно описать местность и представителя другой культуры, важно быть наблюдательным. Путешественник, лишь взглянув на папуаса, смог составить его детальный портрет: «…среднего роста, тёмно-шоколадного цвета, с матово-чёрными, курчавыми, как у негра, короткими волосами…» Географ отметил даже, что костюм дикаря состоял из тряпки шириною 8 см. Такая точность в описании поражает, а ведь без внимательности невозможно стать выдающимся учёным.
Между приведёнными примерами прослеживается пояснительно-обобщающая связь, что позволяет автору текста создать целостный портрет учёного-географа. Н.Н. Миклухо-Маклай акцентирует внимание на тех качествах, которыми необходимо обладать каждому путешественнику, ведущему дневниковые записи.
Нельзя не согласиться с автором в том, что географ должен с уважением относиться к людям и воспитывать в себе наблюдательность. Действительно, эти черты характера позволят человеку устанавливать контакты с представителями других культур и получать ценные знания. У меня есть друг из Японии, который долгое время живёт в России, потому что пишет исследовательскую работу о нашем животном и растительном мире. Он хочет стать настоящим учёным, и для этого много общается с русскими людьми, чтобы понять их менталитет. Это не связано с темой работы напрямую, но, по его словам, всё равно очень помогает в написании диссертации.
Таким образом, любознательность и искренний интерес ко всему вокруг – это ключ к успеху для учёного-географа.
523 п..л..ю..с 3
24 апреля 2025 11:38 |
Цитировать
10 апреля 2025 12:34 |
Цитировать";1;3;2;1;2;1;3;3;3;3;22
"Сочинение к варианту 10 из сборника под редакцией Р.А. Дощинского ЕГЭ 2025.
Какие чувства испытывает человек, возвращаясь на малую родину? Этот проблемный вопрос находится в центре внимания В.И. Лихоносова.
По мнению автора предложенного текста, взрослый человек, возвращаясь в места, где он родился и вырос, испытывает и радость, и горечь одновременно. Он особенно чувствителен к произошедшим изменениям, потому что с малой родиной связано слишком много важных воспоминаний. Приведу примеры из текста, иллюстрирующие авторскую позицию.
Рассказчик, попадая в родные края, вспоминает давно ушедшие годы. Именно теперь, спустя много лет, он понимает, какую «родину оставил». Здесь он чувствовал себя счастливым: «…в родной Сибири окружён был бы заботой и задрожали бы во мне поржавевшие струны!» Безусловно, рассказчик испытывает радость, когда возвращается домой.
Однако всё вокруг оказывается как будто другим, не таким, как в детстве: «Не вернуться мне домой навсегда». Рассказчик сожалеет о том, что однажды уехал, потому что теперь он обречён быть чужим на родной земле. Автор подчёркивает: оказываясь дома через несколько лет, человек ощущает необъяснимую грусть.
Приведённые примеры противопоставлены друг другу. Когда люди возвращаются на малую родину, они испытывают двойственное чувство: с одной стороны, почти детскую радость, а с другой – непреодолимую тоску по навсегда утраченному времени.
Нельзя не согласиться с точкой зрения В.И. Лихоносова. Действительно, многие люди, рассказывая о своём опыте возвращения на родину, упоминали эту странную противоречивость чувств. Например, С.А. Есенин не узнаёт Родину, после того как побывал за границей. В стихотворении «Русь советская» он пишет:
Язык сограждан стал мне как чужой,
В своей стране я словно иностранец.
Таким образом, время уходит, всё вокруг меняется, и иногда эти перемены настолько существенны, что человек уже не может найти успокоения даже на родной земле.
493 м..и..н..у..с 2";1;3;2;1;2;1;3;3;3;3;22
